model,Model:,AIC:,Link Function:,BIC:,Dependent Variable:,Log-Likelihood:,LL-Null:,No. Observations:,Deviance:,Df Model:,Pearson chi2:,Df Residuals:,Scale:,Method:
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,535.1099,Log,-3847.4119,obamacare_test_recommendations_popularity_0,-262.55,-275.3,617,84.608,4,84.6,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,535.2051,Log,-3841.249,obamacare_test_recommendations_popularity_0,-261.6,-275.31,617,84.346,5,84.3,611,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,535.2421,Log,-13870.3509,recommenders_avg,-263.62,-278.91,1865,144.87,3,145,1861,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,535.3148,Log,-3847.3838,obamacare_test_recommendations_popularity_0,-262.66,-275.3,617,84.636,4,84.6,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size,GLM,535.4478,Log,-3859.6629,obamacare_test_recommendations_popularity_0,-264.72,-275.26,617,85.207,2,85.2,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,535.4788,Log,-3859.6586,obamacare_test_recommendations_popularity_0,-264.74,-275.26,617,85.211,2,85.2,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,535.5598,Log,-3853.4991,obamacare_test_recommendations_popularity_0,-263.78,-275.28,617,84.946,3,84.9,613,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,535.7438,Log,-13862.9364,recommenders_avg,-262.87,-278.91,1865,144.75,4,145,1860,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0,GLM,535.8169,Log,-3865.7594,obamacare_test_recommendations_popularity_0,-265.91,-275.24,617,85.535,1,85.5,615,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,535.8469,Log,-3859.6077,obamacare_test_recommendations_popularity_0,-264.92,-275.26,617,85.262,2,85.3,614,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,536.0762,Log,-13855.535,recommenders_avg,-262.04,-278.92,1865,144.62,5,145,1859,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,536.417,Log,-13870.2596,recommenders_avg,-264.21,-278.9,1865,144.96,3,145,1861,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,536.5071,Log,-13855.5015,recommenders_avg,-262.25,-278.92,1865,144.66,5,145,1859,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,536.5111,Log,-13870.2522,recommenders_avg,-264.26,-278.9,1865,144.97,3,145,1861,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,536.9902,Log,-3853.302,obamacare_test_recommendations_popularity_0,-264.5,-275.25,617,85.143,3,85.1,613,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,537.088,Log,-13862.832,recommenders_avg,-263.54,-278.9,1865,144.86,4,145,1860,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,537.1165,Log,-3847.1363,obamacare_test_recommendations_popularity_0,-263.56,-275.27,617,84.884,4,84.9,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,537.2384,Log,-3853.2677,obamacare_test_recommendations_popularity_0,-264.62,-275.25,617,85.177,3,85.2,613,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg,GLM,537.6498,Log,-13862.7884,recommenders_avg,-263.82,-278.9,1865,144.9,4,145,1860,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,537.7619,Log,-3853.1954,obamacare_test_recommendations_popularity_0,-264.88,-275.24,617,85.249,3,85.2,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,537.7671,Log,-3853.1947,obamacare_test_recommendations_popularity_0,-264.88,-275.24,617,85.25,3,85.3,613,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,538.0792,Log,-13862.755,recommenders_avg,-264.04,-278.9,1865,144.94,4,145,1860,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,538.1071,Log,-3859.2948,obamacare_test_recommendations_popularity_0,-266.05,-275.23,617,85.575,2,85.6,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,538.2657,Log,-3846.978,obamacare_test_recommendations_popularity_0,-264.13,-275.25,617,85.042,4,85,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,538.69,Log,-3853.0671,obamacare_test_recommendations_popularity_0,-265.34,-275.23,617,85.378,3,85.4,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,538.9625,Log,-3846.8819,obamacare_test_recommendations_popularity_0,-264.48,-275.24,617,85.138,4,85.1,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size,GLM,539.4217,Log,-3865.2582,obamacare_test_recommendations_popularity_0,-267.71,-275.2,617,86.036,1,86,615,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg,GLM,539.4706,Log,-13855.2715,recommenders_avg,-263.74,-278.89,1865,144.89,5,145,1859,0,IRLS
recommenders_avg ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,540.2226,Log,-13869.9635,recommenders_avg,-266.11,-278.88,1865,145.26,3,145,1861,0,IRLS
recommenders_avg ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,540.543,Log,-13877.3135,recommenders_avg,-267.27,-278.87,1865,145.44,2,145,1862,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,540.6757,Log,-3858.9378,obamacare_test_recommendations_popularity_0,-267.34,-275.2,617,85.932,2,85.9,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,540.9975,Log,-3858.893,obamacare_test_recommendations_popularity_0,-267.5,-275.19,617,85.977,2,86,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,541.2888,Log,-3858.8524,obamacare_test_recommendations_popularity_0,-267.64,-275.19,617,86.017,2,86,614,0,IRLS
recommenders_avg ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg,GLM,541.9499,Log,-13869.8289,recommenders_avg,-266.97,-278.87,1865,145.39,3,145,1861,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,541.9707,Log,-3852.6119,obamacare_test_recommendations_popularity_0,-266.99,-275.19,617,85.833,3,85.8,613,0,IRLS
recommenders_avg ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,541.9816,Log,-13862.4514,recommenders_avg,-265.99,-278.87,1865,145.24,4,145,1860,0,IRLS
recommenders_avg ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,542.2245,Log,-13862.4325,recommenders_avg,-266.11,-278.87,1865,145.26,4,145,1860,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,542.2853,Log,-3852.5681,obamacare_test_recommendations_popularity_0,-267.14,-275.19,617,85.877,3,85.9,613,0,IRLS
recommenders_avg ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,542.5449,Log,-13869.7825,recommenders_avg,-267.27,-278.87,1865,145.44,3,145,1861,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,542.5501,Log,-3858.6764,obamacare_test_recommendations_popularity_0,-268.28,-275.18,617,86.193,2,86.2,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,542.7158,Log,-3864.7976,obamacare_test_recommendations_popularity_0,-269.36,-275.17,617,86.497,1,86.5,615,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,542.7447,Log,-3852.5041,obamacare_test_recommendations_popularity_0,-267.37,-275.19,617,85.941,3,85.9,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning,GLM,543.6819,Log,-3864.6621,obamacare_test_recommendations_popularity_0,-269.84,-275.16,617,86.632,1,86.6,615,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,543.8808,Log,-3846.2005,obamacare_test_recommendations_popularity_0,-266.94,-275.19,617,85.819,4,85.8,612,0,IRLS
recommenders_avg ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg,GLM,543.9276,Log,-13862.2998,recommenders_avg,-266.96,-278.86,1865,145.39,4,145,1860,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0,GLM,543.9636,Log,-13869.6718,recommenders_avg,-267.98,-278.86,1865,145.55,3,146,1861,0,IRLS
recommenders_avg ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,543.9846,Log,-13854.9204,recommenders_avg,-265.99,-278.87,1865,145.24,5,145,1859,0,IRLS
